<TYPE>=CHROM
<LAB NAME>=SRI Instruments
<CLIENT>=Valued Customer
<CLIENT ID>=N2024
<COLLECTION DATE>=
<HOLDING TIME>=
<METHOD>=Syringe Injection
<LAB ID>=
<DESCRIPTION>=44
<COLUMN>=RESTEK 15METER MXT-1
<CARRIER>=HELIUM AT 5 PSI
<TEMPERATURE>=C:\PeakSimple6\IRMS backup data\IRMS data 9-21-2012  10-58-13\int_conc__11_18.tem
<EVENTS>=C:\PeakSimple6\in_rack__H2__9_18_15B.evt
<COMPONENTS>=DataSys44.cpt
<SAMPLE>=RUN1
<OPERATOR>=
<QC BATCH>=
<CONDITIONS>=TYPE YOUR COMMENTS HERE
<DATE>= 9-27-2015
<TIME>= 7:20:29
<RATE>=10Hz
<SIZE>=8820
<SAMP WEIGHT>=1.000000
<STD WEIGHT>=1.000000
<CONTROL FILENAME>=DEFAULT.CON
-2,-2,9/27/2015,07:20:29
0,3,9/27/2015,07:20:29
-6,1,9/27/2015,07:20:29
-11,0,9/27/2015,07:20:29
-3,10,9/27/2015,07:20:29
-10,5,9/27/2015,07:20:29
-18,0,9/27/2015,07:20:29
-18,0,9/27/2015,07:20:29
-15,3,9/27/2015,07:20:29
-3,15,9/27/2015,07:20:29
-2,16,9/27/2015,07:20:29
-15,3,9/27/2015,07:20:30
-11,7,9/27/2015,07:20:30
-5,13,9/27/2015,07:20:30
12,30,9/27/2015,07:20:30
15,33,9/27/2015,07:20:30
-2,16,9/27/2015,07:20:30
-9,9,9/27/2015,07:20:30
-11,8,9/27/2015,07:20:30
6,25,9/27/2015,07:20:30
7,26,9/27/2015,07:20:30
-2,17,9/27/2015,07:20:31
-11,8,9/27/2015,07:20:31
-13,6,9/27/2015,07:20:31
-4,15,9/27/2015,07:20:31
-6,13,9/27/2015,07:20:31
-12,7,9/27/2015,07:20:31
-6,13,9/27/2015,07:20:31
-4,15,9/27/2015,07:20:31
7,26,9/27/2015,07:20:31
9,29,9/27/2015,07:20:32
-10,10,9/27/2015,07:20:32
-13,7,9/27/2015,07:20:32
-13,7,9/27/2015,07:20:32
-11,9,9/27/2015,07:20:32
-7,13,9/27/2015,07:20:32
-15,5,9/27/2015,07:20:32
-16,4,9/27/2015,07:20:32
-9,11,9/27/2015,07:20:32
-13,7,9/27/2015,07:20:32
-10,10,9/27/2015,07:20:32
-15,6,9/27/2015,07:20:33
-10,11,9/27/2015,07:20:33
3,24,9/27/2015,07:20:33
0,21,9/27/2015,07:20:33
-3,18,9/27/2015,07:20:33
-12,9,9/27/2015,07:20:33
-12,9,9/27/2015,07:20:33
0,21,9/27/2015,07:20:33
-2,19,9/27/2015,07:20:33
-9,12,9/27/2015,07:20:33
-16,5,9/27/2015,07:20:34
-17,4,9/27/2015,07:20:34
-3,19,9/27/2015,07:20:34
-5,17,9/27/2015,07:20:34
-12,10,9/27/2015,07:20:34
-18,4,9/27/2015,07:20:34
-17,5,9/27/2015,07:20:34
-3,19,9/27/2015,07:20:34
0,22,9/27/2015,07:20:34
-9,13,9/27/2015,07:20:35
-15,7,9/27/2015,07:20:35
-18,4,9/27/2015,07:20:35
-9,13,9/27/2015,07:20:35
-8,15,9/27/2015,07:20:35
-21,2,9/27/2015,07:20:35
-22,1,9/27/2015,07:20:35
-22,1,9/27/2015,07:20:35
-11,12,9/27/2015,07:20:35
-9,14,9/27/2015,07:20:35
-16,7,9/27/2015,07:20:35
-18,5,9/27/2015,07:20:36
44,67,9/27/2015,07:20:36
3841,3864,9/27/2015,07:20:36
17027,17050,9/27/2015,07:20:36
37763,37786,9/27/2015,07:20:36
62660,62684,9/27/2015,07:20:36
86051,86075,9/27/2015,07:20:36
101277,101301,9/27/2015,07:20:36
109635,109659,9/27/2015,07:20:36
114143,114167,9/27/2015,07:20:36
116633,116657,9/27/2015,07:20:37
117988,118012,9/27/2015,07:20:37
118673,118697,9/27/2015,07:20:37
118995,119019,9/27/2015,07:20:37
119115,119139,9/27/2015,07:20:37
119152,119176,9/27/2015,07:20:37
119161,119186,9/27/2015,07:20:37
119139,119164,9/27/2015,07:20:37
119108,119133,9/27/2015,07:20:37
119056,119081,9/27/2015,07:20:38
119012,119037,9/27/2015,07:20:38
118979,119004,9/27/2015,07:20:38
118941,118966,9/27/2015,07:20:38
118898,118923,9/27/2015,07:20:38
118854,118879,9/27/2015,07:20:38
118823,118848,9/27/2015,07:20:38
118798,118823,9/27/2015,07:20:38
118773,118798,9/27/2015,07:20:38
118740,118766,9/27/2015,07:20:38
118717,118743,9/27/2015,07:20:38
118698,118724,9/27/2015,07:20:39
118697,118723,9/27/2015,07:20:39
118697,118723,9/27/2015,07:20:39
118678,118704,9/27/2015,07:20:39
118681,118707,9/27/2015,07:20:39
118683,118709,9/27/2015,07:20:39
118696,118722,9/27/2015,07:20:39
118701,118727,9/27/2015,07:20:39
118692,118718,9/27/2015,07:20:39
118693,118719,9/27/2015,07:20:39
118686,118713,9/27/2015,07:20:40
118690,118717,9/27/2015,07:20:40
118687,118714,9/27/2015,07:20:40
118673,118700,9/27/2015,07:20:40
118667,118694,9/27/2015,07:20:40
118669,118696,9/27/2015,07:20:40
118669,118696,9/27/2015,07:20:40
118663,118690,9/27/2015,07:20:40
118652,118679,9/27/2015,07:20:40
118652,118679,9/27/2015,07:20:41
118653,118680,9/27/2015,07:20:41
118652,118680,9/27/2015,07:20:41
118647,118675,9/27/2015,07:20:41
118631,118659,9/27/2015,07:20:41
118634,118662,9/27/2015,07:20:41
118649,118677,9/27/2015,07:20:41
118658,118686,9/27/2015,07:20:41
118658,118686,9/27/2015,07:20:41
118650,118678,9/27/2015,07:20:41
118653,118681,9/27/2015,07:20:41
118661,118689,9/27/2015,07:20:42
118663,118691,9/27/2015,07:20:42
118650,118678,9/27/2015,07:20:42
118628,118657,9/27/2015,07:20:42
118623,118652,9/27/2015,07:20:42
118621,118650,9/27/2015,07:20:42
118616,118645,9/27/2015,07:20:42
118609,118638,9/27/2015,07:20:42
118589,118618,9/27/2015,07:20:42
118582,118611,9/27/2015,07:20:42
118587,118616,9/27/2015,07:20:43
118581,118610,9/27/2015,07:20:43
118575,118604,9/27/2015,07:20:43
118557,118586,9/27/2015,07:20:43
118547,118577,9/27/2015,07:20:43
118546,118576,9/27/2015,07:20:43
118540,118570,9/27/2015,07:20:43
118527,118557,9/27/2015,07:20:43
118520,118550,9/27/2015,07:20:43
118515,118545,9/27/2015,07:20:44
118510,118540,9/27/2015,07:20:44
118506,118536,9/27/2015,07:20:44
118492,118522,9/27/2015,07:20:44
118487,118517,9/27/2015,07:20:44
118485,118515,9/27/2015,07:20:44
118495,118525,9/27/2015,07:20:44
118484,118515,9/27/2015,07:20:44
118470,118501,9/27/2015,07:20:44
118470,118501,9/27/2015,07:20:44
118470,118501,9/27/2015,07:20:44
118480,118511,9/27/2015,07:20:45
118475,118506,9/27/2015,07:20:45
118461,118492,9/27/2015,07:20:45
118463,118494,9/27/2015,07:20:45
118463,118494,9/27/2015,07:20:45
118464,118495,9/27/2015,07:20:45
118467,118498,9/27/2015,07:20:45
118453,118485,9/27/2015,07:20:45
118465,118497,9/27/2015,07:20:45
118481,118513,9/27/2015,07:20:45
118484,118516,9/27/2015,07:20:46
118481,118514,9/27/2015,07:20:46
118469,118502,9/27/2015,07:20:46
118473,118506,9/27/2015,07:20:46
118488,118522,9/27/2015,07:20:46
118498,118532,9/27/2015,07:20:46
118498,118532,9/27/2015,07:20:46
118488,118522,9/27/2015,07:20:46
118495,118530,9/27/2015,07:20:46
118509,118544,9/27/2015,07:20:47
118518,118553,9/27/2015,07:20:47
118516,118552,9/27/2015,07:20:47
118494,118530,9/27/2015,07:20:47
118487,118523,9/27/2015,07:20:47
118485,118522,9/27/2015,07:20:47
118484,118521,9/27/2015,07:20:47
118484,118521,9/27/2015,07:20:47
118472,118509,9/27/2015,07:20:47
118467,118505,9/27/2015,07:20:47
118472,118510,9/27/2015,07:20:47
118467,118505,9/27/2015,07:20:48
118466,118505,9/27/2015,07:20:48
118468,118507,9/27/2015,07:20:48
118470,118509,9/27/2015,07:20:48
118482,118521,9/27/2015,07:20:48
118478,118518,9/27/2015,07:20:48
118478,118518,9/27/2015,07:20:48
118482,118522,9/27/2015,07:20:48
118489,118530,9/27/2015,07:20:48
118508,118549,9/27/2015,07:20:48
118507,118548,9/27/2015,07:20:49
118501,118543,9/27/2015,07:20:49
118507,118549,9/27/2015,07:20:49
118513,118555,9/27/2015,07:20:49
118522,118564,9/27/2015,07:20:49
118527,118570,9/27/2015,07:20:49
118509,118552,9/27/2015,07:20:49
118501,118544,9/27/2015,07:20:49
118503,118547,9/27/2015,07:20:49
118507,118551,9/27/2015,07:20:50
118503,118547,9/27/2015,07:20:50
118483,118528,9/27/2015,07:20:50
118469,118514,9/27/2015,07:20:50
118463,118508,9/27/2015,07:20:50
118472,118517,9/27/2015,07:20:50
118477,118523,9/27/2015,07:20:50
118473,118519,9/27/2015,07:20:50
118476,118522,9/27/2015,07:20:50
118479,118526,9/27/2015,07:20:50
118489,118536,9/27/2015,07:20:50
118500,118547,9/27/2015,07:20:51
118498,118545,9/27/2015,07:20:51
118507,118555,9/27/2015,07:20:51
118518,118566,9/27/2015,07:20:51
118527,118575,9/27/2015,07:20:51
118535,118584,9/27/2015,07:20:51
118539,118588,9/27/2015,07:20:51
118552,118601,9/27/2015,07:20:51
118568,118618,9/27/2015,07:20:51
118574,118624,9/27/2015,07:20:51
118570,118620,9/27/2015,07:20:52
118563,118613,9/27/2015,07:20:52
118565,118616,9/27/2015,07:20:52
118569,118620,9/27/2015,07:20:52
118566,118617,9/27/2015,07:20:52
118565,118617,9/27/2015,07:20:52
118565,118617,9/27/2015,07:20:52
118578,118630,9/27/2015,07:20:52
118598,118651,9/27/2015,07:20:52
118601,118654,9/27/2015,07:20:53
118593,118646,9/27/2015,07:20:53
118597,118650,9/27/2015,07:20:53
118600,118654,9/27/2015,07:20:53
118522,118576,9/27/2015,07:20:53
118426,118480,9/27/2015,07:20:53
118321,118376,9/27/2015,07:20:53
118247,118302,9/27/2015,07:20:53
118282,118337,9/27/2015,07:20:53
118355,118410,9/27/2015,07:20:53
118405,118461,9/27/2015,07:20:53
118432,118488,9/27/2015,07:20:54
118440,118496,9/27/2015,07:20:54
118426,118483,9/27/2015,07:20:54
118318,118375,9/27/2015,07:20:54
115593,115650,9/27/2015,07:20:54
105149,105207,9/27/2015,07:20:54
86487,86545,9/27/2015,07:20:54
62449,62507,9/27/2015,07:20:54
38116,38174,9/27/2015,07:20:54
20128,20187,9/27/2015,07:20:54
9736,9795,9/27/2015,07:20:55
4559,4618,9/27/2015,07:20:55
2158,2218,9/27/2015,07:20:55
1070,1130,9/27/2015,07:20:55
574,634,9/27/2015,07:20:55
336,397,9/27/2015,07:20:55
228,289,9/27/2015,07:20:55
180,241,9/27/2015,07:20:55
144,205,9/27/2015,07:20:55
118,180,9/27/2015,07:20:56
85,147,9/27/2015,07:20:56
76,138,9/27/2015,07:20:56
77,140,9/27/2015,07:20:56
68,131,9/27/2015,07:20:56
65,128,9/27/2015,07:20:56
46,109,9/27/2015,07:20:56
47,111,9/27/2015,07:20:56
56,120,9/27/2015,07:20:56
50,114,9/27/2015,07:20:56
43,108,9/27/2015,07:20:56
35,100,9/27/2015,07:20:57
20,85,9/27/2015,07:20:57
17,83,9/27/2015,07:20:57
6,72,9/27/2015,07:20:57
-23,43,9/27/2015,07:20:57
-29,37,9/27/2015,07:20:57
-27,40,9/27/2015,07:20:57
-19,48,9/27/2015,07:20:57
-21,46,9/27/2015,07:20:57
-33,35,9/27/2015,07:20:57
-40,28,9/27/2015,07:20:58
-42,26,9/27/2015,07:20:58
-27,42,9/27/2015,07:20:58
-28,41,9/27/2015,07:20:58
-43,26,9/27/2015,07:20:58
-44,25,9/27/2015,07:20:58
-46,24,9/27/2015,07:20:58
-28,42,9/27/2015,07:20:58
-23,47,9/27/2015,07:20:58
-34,37,9/27/2015,07:20:59
-36,35,9/27/2015,07:20:59
-44,27,9/27/2015,07:20:59
-37,34,9/27/2015,07:20:59
-37,35,9/27/2015,07:20:59
-47,25,9/27/2015,07:20:59
