<TYPE>=CHROM
<LAB NAME>=SRI Instruments
<CLIENT>=Valued Customer
<CLIENT ID>=N2024
<COLLECTION DATE>=
<HOLDING TIME>=
<METHOD>=Syringe Injection
<LAB ID>=
<DESCRIPTION>=45
<COLUMN>=RESTEK 15METER MXT-1
<CARRIER>=HELIUM AT 5 PSI
<TEMPERATURE>=C:\PeakSimple6\IRMS backup data\IRMS data 9-21-2012  10-58-13\int_conc__11_18.tem
<EVENTS>=C:\PeakSimple6\Linearity2.evt
<COMPONENTS>=DataSys45.cpt
<SAMPLE>=RUN1
<OPERATOR>=
<QC BATCH>=
<CONDITIONS>=TYPE YOUR COMMENTS HERE
<DATE>= 9-26-2015
<TIME>=23:19: 9
<RATE>=5Hz
<SIZE>=8820
<SAMP WEIGHT>=1.000000
<STD WEIGHT>=1.000000
<CONTROL FILENAME>=DEFAULT.CON
-3,-3,9/27/2015,23:19:09
-43,0,9/27/2015,23:19:09
-40,4,9/27/2015,23:19:09
-46,0,9/27/2015,23:19:09
-30,15,9/27/2015,23:19:09
-13,32,9/27/2015,23:19:09
7,52,9/27/2015,23:19:09
12,57,9/27/2015,23:19:09
-8,36,9/27/2015,23:19:09
-6,38,9/27/2015,23:19:09
-31,13,9/27/2015,23:19:09
-22,22,9/27/2015,23:19:10
-11,32,9/27/2015,23:19:10
-6,37,9/27/2015,23:19:10
18,61,9/27/2015,23:19:10
21,64,9/27/2015,23:19:10
54,96,9/27/2015,23:19:10
55,97,9/27/2015,23:19:10
32,74,9/27/2015,23:19:10
35,77,9/27/2015,23:19:10
46,88,9/27/2015,23:19:10
41,82,9/27/2015,23:19:11
38,79,9/27/2015,23:19:11
28,69,9/27/2015,23:19:11
24,65,9/27/2015,23:19:11
39,79,9/27/2015,23:19:11
43,83,9/27/2015,23:19:11
31,71,9/27/2015,23:19:11
4,44,9/27/2015,23:19:11
7,46,9/27/2015,23:19:11
25,64,9/27/2015,23:19:12
18,57,9/27/2015,23:19:12
20,59,9/27/2015,23:19:12
-6,32,9/27/2015,23:19:12
-35,3,9/27/2015,23:19:12
-2,36,9/27/2015,23:19:12
-12,26,9/27/2015,23:19:12
-38,0,9/27/2015,23:19:12
-19,19,9/27/2015,23:19:12
-22,16,9/27/2015,23:19:12
3,41,9/27/2015,23:19:12
54,92,9/27/2015,23:19:13
35,73,9/27/2015,23:19:13
22,60,9/27/2015,23:19:13
17,55,9/27/2015,23:19:13
-1,37,9/27/2015,23:19:13
18,56,9/27/2015,23:19:13
19,57,9/27/2015,23:19:13
-6,32,9/27/2015,23:19:13
7,45,9/27/2015,23:19:13
25,63,9/27/2015,23:19:13
28,66,9/27/2015,23:19:14
43,81,9/27/2015,23:19:14
32,70,9/27/2015,23:19:14
22,60,9/27/2015,23:19:14
41,79,9/27/2015,23:19:14
31,69,9/27/2015,23:19:14
28,66,9/27/2015,23:19:14
10,48,9/27/2015,23:19:14
5,43,9/27/2015,23:19:14
37,75,9/27/2015,23:19:15
35,73,9/27/2015,23:19:15
52,90,9/27/2015,23:19:15
43,81,9/27/2015,23:19:15
43,81,9/27/2015,23:19:15
29,67,9/27/2015,23:19:15
35,73,9/27/2015,23:19:15
23,61,9/27/2015,23:19:15
1,39,9/27/2015,23:19:15
14,52,9/27/2015,23:19:15
21,59,9/27/2015,23:19:15
4,42,9/27/2015,23:19:16
10,48,9/27/2015,23:19:16
766,804,9/27/2015,23:19:16
9520,9558,9/27/2015,23:19:16
29253,29291,9/27/2015,23:19:16
56061,56099,9/27/2015,23:19:16
85879,85917,9/27/2015,23:19:16
109736,109774,9/27/2015,23:19:16
123798,123836,9/27/2015,23:19:16
131398,131436,9/27/2015,23:19:16
135569,135607,9/27/2015,23:19:17
137838,137876,9/27/2015,23:19:17
139050,139088,9/27/2015,23:19:17
139659,139697,9/27/2015,23:19:17
139938,139976,9/27/2015,23:19:17
140060,140098,9/27/2015,23:19:17
140074,140112,9/27/2015,23:19:17
140081,140119,9/27/2015,23:19:17
140074,140112,9/27/2015,23:19:17
140053,140091,9/27/2015,23:19:18
140029,140067,9/27/2015,23:19:18
139942,139980,9/27/2015,23:19:18
139902,139940,9/27/2015,23:19:18
139881,139919,9/27/2015,23:19:18
139785,139823,9/27/2015,23:19:18
139734,139772,9/27/2015,23:19:18
139681,139719,9/27/2015,23:19:18
139583,139621,9/27/2015,23:19:18
139599,139637,9/27/2015,23:19:18
139598,139636,9/27/2015,23:19:18
139541,139579,9/27/2015,23:19:19
139565,139603,9/27/2015,23:19:19
139532,139570,9/27/2015,23:19:19
139543,139581,9/27/2015,23:19:19
139571,139609,9/27/2015,23:19:19
139512,139550,9/27/2015,23:19:19
139492,139530,9/27/2015,23:19:19
139419,139458,9/27/2015,23:19:19
139348,139387,9/27/2015,23:19:19
139328,139367,9/27/2015,23:19:19
139334,139373,9/27/2015,23:19:20
139321,139360,9/27/2015,23:19:20
139312,139351,9/27/2015,23:19:20
139322,139361,9/27/2015,23:19:20
139265,139304,9/27/2015,23:19:20
139256,139295,9/27/2015,23:19:20
139257,139296,9/27/2015,23:19:20
139204,139243,9/27/2015,23:19:20
139222,139261,9/27/2015,23:19:20
139208,139247,9/27/2015,23:19:21
139182,139221,9/27/2015,23:19:21
139190,139229,9/27/2015,23:19:21
139180,139219,9/27/2015,23:19:21
139129,139168,9/27/2015,23:19:21
139119,139158,9/27/2015,23:19:21
139112,139151,9/27/2015,23:19:21
139064,139103,9/27/2015,23:19:21
139075,139114,9/27/2015,23:19:21
139065,139104,9/27/2015,23:19:21
139001,139040,9/27/2015,23:19:21
139033,139072,9/27/2015,23:19:22
139072,139111,9/27/2015,23:19:22
139092,139131,9/27/2015,23:19:22
139134,139173,9/27/2015,23:19:22
139098,139137,9/27/2015,23:19:22
139073,139112,9/27/2015,23:19:22
139041,139080,9/27/2015,23:19:22
139020,139059,9/27/2015,23:19:22
138995,139034,9/27/2015,23:19:22
138951,138990,9/27/2015,23:19:22
138930,138969,9/27/2015,23:19:23
138965,139004,9/27/2015,23:19:23
138992,139031,9/27/2015,23:19:23
138980,139019,9/27/2015,23:19:23
138969,139008,9/27/2015,23:19:23
138948,138987,9/27/2015,23:19:23
138923,138962,9/27/2015,23:19:23
138945,138984,9/27/2015,23:19:23
138957,138996,9/27/2015,23:19:23
138949,138988,9/27/2015,23:19:24
138941,138980,9/27/2015,23:19:24
138936,138975,9/27/2015,23:19:24
138962,139001,9/27/2015,23:19:24
138952,138991,9/27/2015,23:19:24
138942,138981,9/27/2015,23:19:24
138997,139036,9/27/2015,23:19:24
138993,139032,9/27/2015,23:19:24
139023,139062,9/27/2015,23:19:24
139061,139100,9/27/2015,23:19:24
139033,139072,9/27/2015,23:19:24
139032,139071,9/27/2015,23:19:25
139014,139053,9/27/2015,23:19:25
139017,139056,9/27/2015,23:19:25
139044,139083,9/27/2015,23:19:25
138989,139028,9/27/2015,23:19:25
138949,138988,9/27/2015,23:19:25
138967,139006,9/27/2015,23:19:25
138866,138905,9/27/2015,23:19:25
138902,138941,9/27/2015,23:19:25
138911,138950,9/27/2015,23:19:25
138863,138902,9/27/2015,23:19:26
138889,138928,9/27/2015,23:19:26
138871,138910,9/27/2015,23:19:26
138890,138929,9/27/2015,23:19:26
138884,138923,9/27/2015,23:19:26
138886,138925,9/27/2015,23:19:26
138853,138892,9/27/2015,23:19:26
138809,138849,9/27/2015,23:19:26
138839,138879,9/27/2015,23:19:26
138861,138901,9/27/2015,23:19:27
138898,138938,9/27/2015,23:19:27
138963,139003,9/27/2015,23:19:27
138948,138988,9/27/2015,23:19:27
138954,138994,9/27/2015,23:19:27
138950,138990,9/27/2015,23:19:27
138927,138967,9/27/2015,23:19:27
138965,139005,9/27/2015,23:19:27
138961,139001,9/27/2015,23:19:27
138958,138998,9/27/2015,23:19:27
138957,138997,9/27/2015,23:19:27
138932,138972,9/27/2015,23:19:28
138891,138931,9/27/2015,23:19:28
138884,138924,9/27/2015,23:19:28
138886,138926,9/27/2015,23:19:28
138886,138926,9/27/2015,23:19:28
138926,138966,9/27/2015,23:19:28
138918,138958,9/27/2015,23:19:28
138873,138913,9/27/2015,23:19:28
138799,138839,9/27/2015,23:19:28
138757,138798,9/27/2015,23:19:28
138768,138809,9/27/2015,23:19:29
138792,138833,9/27/2015,23:19:29
138806,138847,9/27/2015,23:19:29
138812,138853,9/27/2015,23:19:29
138782,138823,9/27/2015,23:19:29
138766,138807,9/27/2015,23:19:29
138769,138810,9/27/2015,23:19:29
138833,138874,9/27/2015,23:19:29
138853,138894,9/27/2015,23:19:29
138900,138941,9/27/2015,23:19:30
138920,138961,9/27/2015,23:19:30
138899,138940,9/27/2015,23:19:30
138954,138995,9/27/2015,23:19:30
138977,139018,9/27/2015,23:19:30
139015,139056,9/27/2015,23:19:30
139039,139080,9/27/2015,23:19:30
139007,139048,9/27/2015,23:19:30
138998,139039,9/27/2015,23:19:30
139025,139066,9/27/2015,23:19:30
139016,139057,9/27/2015,23:19:30
139089,139130,9/27/2015,23:19:31
139109,139150,9/27/2015,23:19:31
139097,139138,9/27/2015,23:19:31
139091,139132,9/27/2015,23:19:31
139075,139116,9/27/2015,23:19:31
139094,139135,9/27/2015,23:19:31
139103,139144,9/27/2015,23:19:31
139073,139114,9/27/2015,23:19:31
139051,139092,9/27/2015,23:19:31
139047,139088,9/27/2015,23:19:31
